,Title,Year,Worldwide,Domestic
3532,The Empire in Africa,2006,1088,1088
3533,The Trouble with Men and Women,2006,967,967
3534,In Her Line of Fire,2006,884,884
3535,Doing Time for Patsy Cline,2006,831,831
3536,Issues,2006,783,783
3537,Uncut,2006,762,762
3538,A New Day in Old Sana'a,2006,737,737
3539,Serum,2006,440,440
3540,Zyzzyx Rd,2006,30,30
3541,Pirates of the Caribbean: At World's End,2007,960996492,309420425
3542,Harry Potter and the Order of the Phoenix,2007,938212738,292004738
3543,Spider-Man 3,2007,890871626,336530303
3544,Shrek the Third,2007,804438141,322719944
3545,Transformers,2007,709709780,319246193
3546,Ratatouille,2007,623722818,206445654
3547,I Am Legend,2007,585349010,256393010
3548,The Simpsons Movie,2007,527071022,183135014
3549,National Treasure: Book of Secrets,2007,457364600,219964115
3550,300,2007,456068181,210614939
3551,The Bourne Ultimatum,2007,442824138,227471070
3552,Live Free or Die Hard,2007,383531464,134529403
3553,The Golden Compass,2007,372234864,70107728
3554,Alvin and the Chipmunks,2007,361336633,217326974
3555,Enchanted,2007,340487652,127807262
3556,Ocean's Thirteen,2007,311312624,117154724
3557,Fantastic 4: Rise of the Silver Surfer,2007,289047763,131921738
3558,Bee Movie,2007,287594577,126631277
3559,American Gangster,2007,266465037,130164645
3560,Rush Hour 3,2007,258022233,140125968
3561,Wild Hogs,2007,253625427,168273550
3562,Juno,2007,231411584,143495265
3563,Mr. Bean's Holiday,2007,229736344,33302167
3564,Ghost Rider,2007,228738393,115802596
3565,Knocked Up,2007,219076518,148768917
3566,Hairspray,2007,202548575,118871849
3567,Beowulf,2007,196393745,82280579
3568,I Now Pronounce You Chuck & Larry,2007,186054170,120059556
3569,The Bucket List,2007,175372502,93466502
3570,Evan Almighty,2007,173418781,100462298
3571,No Country for Old Men,2007,171627166,74283625
3572,Superbad,2007,169871719,121463226
3573,Meet the Robinsons,2007,169333034,97822171
3574,Norbit,2007,159313561,95673607
3575,P.S. I Love You,2007,156835339,53695808
3576,Sweeney Todd: The Demon Barber of Fleet Street,2007,152523164,52898073
3577,Surf's Up,2007,149044471,58867694
3578,The Game Plan,2007,147880543,90648202
3579,Resident Evil: Extinction,2007,147717833,50648679
3580,Music and Lyrics,2007,145896422,50572589
3581,Blades of Glory,2007,145708642,118594548
3582,Saw IV,2007,139352633,63300095
3583,Bridge to Terabithia,2007,137587063,82272442
3584,Stardust,2007,135560026,38634938
3585,1408,2007,132033383,71985628
3586,Atonement,2007,129266061,50927067
3587,Aliens vs. Predator: Requiem,2007,128883756,41797066
3588,The Heartbreak Kid,2007,127766650,36787257
3589,Charlie Wilson's War,2007,118475221,66661095
3590,Disturbia,2007,117760134,80209692
3591,Earth,2007,108975160,32011576
3592,The Water Horse,2007,103071337,40946255
3593,Hitman,2007,99965792,39687694
3594,Fred Claus,2007,97838349,72006777
3595,Shooter,2007,95696996,47003582
3596,TMNT,2007,95608995,54149098
3597,Michael Clayton,2007,92991835,49033882
3598,No Reservations,2007,92601050,43107979
3599,Fracture,2007,91354215,39015018
3600,Epic Movie,2007,86865564,39739367
3601,The Kingdom,2007,86658558,47536778
3602,La Vie En Rose,2007,86274793,10301706
3603,Zodiac,2007,84785914,33080084
3604,Premonition,2007,84146832,47852604
3605,Hannibal Rising,2007,82169884,27670986
3606,Hot Fuzz,2007,80577265,23637265
3607,Halloween,2007,80253908,58272029
3608,The Orphanage,2007,78638987,7161284
3609,The Number 23,2007,77566815,35193167
3610,Next,2007,77421190,18211013
3611,There Will Be Blood,2007,76181545,40222514
3612,Stomp the Yard,2007,75511123,61356221
3613,30 Days of Night,2007,75505977,39569000
3614,Dragon Wars: D-War,2007,75108817,10977721
3615,The Kite Runner,2007,74634825,15800078
3616,Elizabeth: The Golden Age,2007,74237563,16383509
3617,Perfect Stranger,2007,73090611,23984949
3618,3:10 to Yuma,2007,70016220,53606916
3619,The Brave One,2007,69787394,36793804
3620,Because I Said So,2007,69485490,42674040
3621,Mr. Magorium's Wonder Emporium,2007,69474661,32061555
3622,License to Wed,2007,69327279,43799818
3623,Dan in Real Life,2007,68377859,47642963
3624,"Lust, Caution",2007,67091915,4604982
3625,August Rush,2007,66122026,31664162
3626,Underdog,2007,65270477,43760605
3627,28 Weeks Later,2007,64238440,28638916
3628,Lions for Lambs,2007,63215872,15002854
3629,The Reaping,2007,62771059,25126214
3630,Good Luck Chuck,2007,59192128,35017297
3631,Are We Done Yet?,2007,58388068,49662533
3632,The Mist,2007,57293715,25594957
3633,Smokin' Aces,2007,57103895,35787686
3634,Into the Wild,2007,56255142,18354356
3635,Eastern Promises,2007,56106607,17266000
3636,Why Did I Get Married?,2007,55862886,55204525
3637,The Messengers,2007,55010659,35374833
3638,We Own the Night,2007,54926886,28563179
3639,Sea Monsters: A Prehistoric Adventure,2007,50652463,23746066
3640,This Christmas,2007,49778552,49121934
3641,Mr. Brooks,2007,48121900,28549298
3642,The Nanny Diaries,2007,47738099,25930652
3643,Death at a Funeral,2007,46789413,8580428
3644,Freedom Writers,2007,43090741,36605602
3645,The Warlords,2007,42875914,129078
3646,Balls of Fury,2007,41098064,32886940
3647,Breach,2007,40953935,33231264
3648,War,2007,40481352,22486409
3649,The Invasion,2007,40170558,15074191
3650,Om Shanti Om,2007,39990809,3597372
3651,Happily N'Ever After,2007,38085778,15589393
3652,The Hills Have Eyes 2,2007,37466538,20804166
3653,Becoming Jane,2007,37311672,18670946
3654,Sicko,2007,36093504,24540079
3655,Hostel: Part II,2007,35619521,17609452
3656,Vacancy,2007,35300645,19363565
3657,The Darjeeling Limited,2007,35078918,11902715
3658,Gone Baby Gone,2007,34612443,20292962
3659,Mr. Woodcock,2007,33621851,25799486
3660,"Run, Fat Boy, Run",2007,33463522,6003262
3661,Awake,2007,32685679,14377198
3662,88 Minutes,2007,32593385,17213467
3663,Alpha Dog,2007,32145115,15309602
3664,Amazing Grace,2007,32120360,21250683
3665,Sunshine,2007,32017803,3675753
3666,Daddy's Little Girls,2007,31609243,31366978
3667,The Seeker: The Dark Is Rising,2007,31400740,8794452
3668,Love in the Time of Cholera,2007,31337584,4607608
3669,Pathfinder,2007,30822861,10232081
3670,Nancy Drew,2007,30666930,25612520
3671,The Great Debaters,2007,30236407,30236407
3672,In the Valley of Elah,2007,29541790,6777741
3673,Across the Universe,2007,29367143,24343673
3674,The Last Mimzy,2007,27297450,21471047
3675,Rendition,2007,27038732,9736045
3676,The Invisible,2007,26810113,20578909
3677,Mongol: The Rise of Genghis Khan,2007,26527510,5705761
3678,Bratz,2007,26013153,10010209
3679,Shoot 'Em Up,2007,26012272,12807139
3680,Grindhouse,2007,25422088,25037897
3681,The Hitcher,2007,25399945,16472961
3682,The Last Legion,2007,25303038,5933494
3683,Before the Devil Knows You're Dead,2007,25037608,7084227
3684,Georgia Rule,2007,24991167,19103072
3685,Guru,2007,24108727,2096000
3686,Partner,2007,23968620,1062840
3687,Persepolis,2007,22752071,4445756
3688,Cassandra's Dream,2007,22658532,973018
3689,Reign Over Me,2007,22222308,19661987
3690,Dead Silence,2007,22217407,16809076
3691,Waitress,2007,22179430,19074800
3692,Reno 911!: Miami,2007,22021262,20342161
3693,My Blueberry Nights,2007,21968891,867275
3694,Like Stars on Earth,2007,21897373,1223869
3695,Chak de! India,2007,21505244,1120404
3696,Penelope,2007,21156270,10011996
3697,Once,2007,20710513,9439923
3698,Walk Hard: The Dewey Cox Story,2007,20575243,18317151
3699,The Namesake,2007,20138836,13569248
3700,Evening,2007,20016753,12492481
3701,The Diving Bell and the Butterfly,2007,19780116,6003227
3702,2 Days in Paris,2007,19776159,4433994
3703,Bhool Bhulaiyaa,2007,19073095,1097797
3704,A Mighty Heart,2007,18935657,9176787
3705,The Counterfeiters,2007,18814713,5488570
3706,Saawariya,2007,18513120,885574
3707,Daddy Day Camp,2007,18197398,13235267
3708,The Edge of Heaven,2007,17804565,742349
3709,In the Land of Women,2007,17562071,11052958
3710,Firehouse Dog,2007,17299151,13932383
3711,Death Sentence,2007,16974459,9534258
3712,Catch and Release,2007,16158487,15539051
3713,The Nightmare Before Christmas 2008 3D Release,2007,15842966,14486897
3714,Primeval,2007,15291277,10597734
3715,Namastey London,2007,15273747,1207007
3716,Ta Ra Rum Pum,2007,15242548,872643
3717,The Assassination of Jesse James by the Coward Robert Ford,2007,15001776,3909149
3718,Katyn,2007,14723313,118095
3719,The Band's Visit,2007,14555884,3054457
3720,Hot Rod,2007,14334401,13938332
3721,Caramel,2007,14248749,1055580
3722,Elite Squad,2007,14067078,8744
3723,Heyy Babyy,2007,13921302,1443521
3724,Sydney White,2007,13620075,11892415
3725,The Comebacks,2007,13539154,13349927
3726,I Think I Love My Wife,2007,13196245,12550605
3727,In the Name of the King: A Dungeon Siege Tale,2007,13097915,4775656
3728,Salaam-E-Ishq,2007,12552605,1852050
3729,Bella,2007,12083296,8070537
3730,Jhoom Barabar Jhoom,2007,11889548,695157
3731,I'm Not There,2007,11664116,4017609
3732,Wedding Daze,2007,11492406,
3733,Lars and the Real Girl,2007,11293663,5972884
3734,Genghis Khan: To the Ends of the Earth and Sea,2007,11167501,3892
3735,The Astronaut Farmer,2007,11130889,11003643
3736,Dhamaal,2007,11077541,166339
3737,Captivity,2007,10921200,2626800
3738,Black Snake Moan,2007,10903846,9396870
3739,Molière,2007,10878867,635733
3740,The Savages,2007,10642023,6623082
3741,Irina Palm,2007,10610594,44383
3742,Code Name: The Cleaner,2007,10337477,8135024
3743,"4 Months, 3 Weeks and 2 Days",2007,9840338,1198208
3744,I Know Who Killed Me,2007,9669758,7498716
3745,I Could Never Be Your Woman,2007,9576495,
3746,Laaga Chunari Mein Daag: Journey of a Woman,2007,9354562,675102
3747,Martian Child,2007,9351744,7500310
3748,Shootout at Lokhandwala,2007,9291694,289232
3749,Away from Her,2007,9194283,4571521
3750,Cheeni Kum,2007,9178465,697369
3751,Delta Farce,2007,8729473,8130530
3752,Eklavya: The Royal Guard,2007,8702674,1290212
3753,The Condemned,2007,8642858,7371706
3754,Things We Lost in the Fire,2007,8547733,3287315
3755,A Girl Cut in Two,2007,8488537,409658
3756,Lucky You,2007,8382477,5758950
3757,Bordertown,2007,8329799,
3758,Redline,2007,8267379,6881022
3759,This Is England,2007,8176544,329379
3760,Control,2007,8159508,872252
3761,Bug,2007,8059140,7025810
3762,Counter Investigation,2007,8029345,11846
3763,Silk,2007,7965682,1103075
3764,El cantante,2007,7911532,7556712
3765,Goal II: Living the Dream,2007,7864905,225067
3766,P2,2007,7766240,3995018
3767,The Hunting Party,2007,7644409,969869
3768,12,2007,7537453,125120
3769,Cash,2007,7481601,
3770,Dhan Dhana Dhan Goal,2007,7415972,125547
3771,Rescue Dawn,2007,7177143,5490423
3772,The Jane Austen Book Club,2007,7163566,3575227
3773,The Flock,2007,7124755,
3774,Pride,2007,7094650,7057600
3775,One Piece: Episode of Alabasta - The Desert Princess and the Pirates,2007,7090891,6587
3776,Days and Clouds,2007,6966224,112102
3777,Ladrón que roba a ladrón,2007,6875089,4011254
3778,Flawless,2007,6819587,1200234
3779,Aaja Nachle,2007,6773493,484108
3780,Midnight Eagle,2007,6522186,7116
3781,Feel the Noise,2007,6451106,5898393
3782,Blood and Chocolate,2007,6311117,3526847
3783,Life in a Metro,2007,6296468,150212
3784,Goodbye Bafana,2007,6264867,
3785,Flash Point,2007,6177725,5151
3786,The Perfect Holiday,2007,5812781,5812781
3787,Feast of Love,2007,5741608,3511074
3788,Who's Your Caddy?,2007,5713425,5713425
3789,The Contract,2007,5549200,
3790,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,5520368,5520368
3791,The Lookout,2007,5371181,4600585
3792,Whisper,2007,5285197,
3793,The Ex,2007,5178640,3093394
3794,The Grocer's Son,2007,5095496,264889
3795,Shrooms,2007,4954621,2863
3796,Black Sheep,2007,4947717,84283
3797,Sleuth,2007,4878020,342895
3798,Roman de gare,2007,4841132,1852764
3799,Talk to Me,2007,4778376,4533261
3800,Kickin' It Old Skool,2007,4692108,4502604
3801,Rogue,2007,4623570,10452
3802,Paranoid Park,2007,4545747,486767
3803,Day Watch 2007 Re-release,2007,4506717,450897
3804,It's a Wonderful Life 2007 Re-release,2007,4163338,
3805,The Abandoned,2007,4153578,1331137
3806,Gracie,2007,3826568,2956339
3807,Brick Lane,2007,3794592,1095398
3808,Nitro,2007,3780889,3768878
3809,You Kill Me,2007,3748295,2429367
3810,Dus Kahaniyaan,2007,3526678,219071
3811,The Ultimate Gift,2007,3438735,3438735
3812,Days of Darkness,2007,3414681,1491525
3813,Skinwalkers,2007,3269736,1018965
3814,Peaceful Warrior 2007 Re-release,2007,3260179,2893666
3815,Resurrecting the Champ,2007,3243064,3172573
3816,Mother of Tears,2007,3119957,58669
3817,Illegal Tender,2007,3106835,3106835
3818,Provoked: A True Story,2007,3078709,761740
3819,The Witnesses,2007,3041093,78440
3820,Love Songs,2007,2966934,104567
3821,Shall We Kiss?,2007,2936437,535499
3822,Margot at the Wedding,2007,2897757,1959420
3823,Rise: Blood Hunter,2007,2850927,114306
3824,"My Daughter, My Angel",2007,2780005,2779545
3825,When Did You Last See Your Father?,2007,2752471,1077273
3826,Ben X,2007,2744414,1601
3827,XXY,2007,2728869,48334
3828,Sukiyaki Western Django,2007,2725258,50659
3829,Nishabd,2007,2655669,73819
3830,Youth Without Youth,2007,2624759,244397
3831,The Air I Breathe,2007,2597648,25775
3832,City of Men,2007,2589732,325131
3833,The Polar Express 2007 IMAX Release,2007,2574903,2483757
3834,Tuya's Marriage,2007,2476766,88148
3835,The Marsh,2007,2408452,336
3836,Cashback,2007,2294291,25343
3837,"Romulus, My Father",2007,2234889,4283
3838,Blade Runner The Final Cut (2007 re-release),2007,2217175,1548502
3839,In the Shadow of the Moon,2007,2161369,1134358
3840,Mad Detective,2007,2160790,4629
3841,Hallam Foe,2007,2149799,60641
3842,Introducing the Dwights,2007,2003304,379408
3843,"Gandhi, My Father",2007,1983906,242967
3844,Broken English,2007,1944150,956919
3845,Am Limit,2007,1909568,18254
3846,Hattrick,2007,1893270,24502
3847,Arctic Tale,2007,1858064,833532
3848,"You, the Living",2007,1840899,21438
3849,The Last Mistress,2007,1831577,785671
3850,Slow Burn,2007,1797256,1237615
3851,Reservation Road,2007,1783190,121994
3852,O'Horten,2007,1778791,302232
3853,Pledge This!,2007,1751490,
3854,Sharkwater,2007,1658393,850920
3855,Withnail & I,2007,1627318,1544889
3856,Black Friday,2007,1610897,35000
3857,The Year My Parents Went on Vacation 2007 Re-release,2007,1605366,807117
3858,Year of the Dog,2007,1596953,1540141
3859,Bra Boys,2007,1582036,155056
3860,Nanking,2007,1566248,161182
3861,Blonde Ambition,2007,1530479,6422
3862,Trade,2007,1455890,214307
3863,Interview,2007,1455393,416951
3864,No End in Sight,2007,1433319,1433319
3865,Savage Grace,2007,1432799,435746
3866,Thr3e,2007,1420418,1008849
3867,Griffin & Phoenix,2007,1355967,
3868,Lost in Beijing,2007,1350967,11163
3869,An American Crime,2007,1306875,
3870,Eagle vs Shark,2007,1298037,221846
3871,Buddha Mar Gaya,2007,1265490,18528
3872,The Flying Scotsman,2007,1258900,171817
3873,Dark Blue Almost Black 2007 Re-release,2007,1239969,6646
3874,Sex and Death 101,2007,1229330,23624
3875,Seraphim Falls,2007,1220058,418296
3876,The Violin,2007,1186247,65298
3877,December Boys,2007,1175579,50715
3878,Vexille,2007,1170351,3259
3879,The Final Season,2007,1159691,1159691
3880,Fraude: México 2006,2007,1115939,3637
3881,Joe Strummer: The Future Is Unwritten,2007,1108740,248362
3882,Terror's Advocate,2007,1086656,47724
3883,September Dawn,2007,1066555,1066555
3884,Grace Is Gone,2007,1066141,50899
3885,The Ten Commandments,2007,1051907,952820
3886,King of California,2007,1045786,268461
3887,The Brothers Solomon,2007,1035056,900926
3888,The Bubble,2007,1029926,157121
3889,Ma tante Aline,2007,1025852,1025852
3890,Perfect Creature,2007,1012639,
3891,Yella,2007,999588,30647
3892,The 11th Hour,2007,985207,707343
3893,The Duchess of Langeais,2007,982795,282749
3894,Eight Miles High,2007,957744,2616
3895,Paprika,2007,944915,882267
3896,Gray Matters,2007,944479,71561
3897,Jellyfish,2007,910314,341221
3898,Starting Out in the Evening,2007,898786,898786
3899,After Dark's Horrorfest 2,2007,874635,874635
3900,Sarah Landon and the Paranormal Hour,2007,858415,858415
3901,Silent Light,2007,851621,60200
3902,Alone with Her,2007,844377,10787
3903,Blind Dating,2007,834457,90560
3904,Santa vs. the Snowman 3D 2007 Re-release,2007,792252,769405
3905,The King of Kong: A Fistful of Quarters,2007,790128,677914
3906,The Ten,2007,785528,769726
3907,The Wedding Weekend 2007 Re-release,2007,785292,21908
3908,Redacted,2007,782102,65388
3909,Rocket Science,2007,759676,714943
3910,How About You...,2007,754184,78234
3911,Joshua,2007,719968,482355
3912,Outsourced,2007,703042,163561
3913,Christmas in Wonderland,2007,694509,689
3914,Heartbeat Detector,2007,692575,5309
3915,Mama's Boy,2007,688145,
3916,A Secret,2007,687918,623558
3917,Never Forever,2007,687229,14485
3918,Timber Falls,2007,680299,
3919,My Mexican Shivah,2007,666553,13042
3920,Delirious,2007,659589,86460
3921,Journey from the Fall,2007,648483,641039
3922,Shortcut to Happiness,2007,605294,
3923,Fados,2007,574044,129150
3924,Sangre de mi sangre,2007,565024,55730
3925,Ira & Abby,2007,563611,221096
3926,Water Lilies,2007,549148,85440
3927,The Walker,2007,546369,79698
3928,Private Property,2007,545473,62897
3929,Boarding Gate,2007,545436,49333
3930,Honeydripper,2007,544925,267880
3931,The Good Night,2007,508084,22441
3932,Full of It,2007,486722,14273
3933,10 Questions for the Dalai Lama,2007,484487,224546
3934,When the Road Bends... Tales of a Gypsy Caravan,2007,469507,442936
3935,Brooklyn Rules,2007,458232,458232
3936,Wristcutters: A Love Story,2007,454026,446165
3937,Alexandra,2007,454014,128222
3938,Revolver 2007 Re-release,2007,428620,84738
3939,The Singing Revolution,2007,426855,426855
3940,Fido,2007,426224,304533
3941,Strength and Honour,2007,418721,51933
3942,Killer of Sheep,2007,416509,404508
3943,Bobby Z,2007,413454,
3944,Mafioso,2007,400019,400019
3945,The Last Sin Eater,2007,388390,388390
3946,First Snow,2007,382267,214864
3947,Southland Tales,2007,374743,275380
3948,How to Cook Your Life,2007,373727,87370
3949,Blindsight,2007,366247,89169
3950,Crazy Love,2007,357659,301027
3951,Bab'Aziz: The Prince That Contemplated His Soul,2007,353119,89672
3952,Manufactured Landscapes,2007,349220,240239
3953,The 2006 Academy Award Nominated Short Films: Live Action,2007,335090,335090
3954,Steep,2007,318763,260586
3955,For the Bible Tells Me So,2007,312751,312751
3956,The Darwin Awards,2007,309408,
3957,Constellation,2007,306533,306533
3958,Chalk,2007,302845,302845
3959,God Grew Tired of Us,2007,301447,301447
3960,Passage to Zarahemla,2007,292102,292102
3961,Wind Chill,2007,285060,36804
3962,Brand Upon the Brain! A Remembrance in 12 Chapters,2007,281091,263200
